channel_id,display_name,Telus_Optik_Vancouver_BC_CA,Rogers_Toronto_ON_CA,Xfinity_Chicago_IL_US,Broadcast_LosAngeles_CA_US,Verizon_FIOS_NewYork_NY_US
30977.stations.xmltv.tvmedia.ca,"True Crime Network (KMEX-DT4) Los Angeles, CA",,,,Y,
31.stations.xmltv.tvmedia.ca,Global BC,Y,Y,,,
31038.stations.xmltv.tvmedia.ca,Living Faith,,,,,Y
3115.stations.xmltv.tvmedia.ca,CBS Sports Network USA,,,,,Y
3116.stations.xmltv.tvmedia.ca,NBA TV USA,,,,,Y
3132.stations.xmltv.tvmedia.ca,"Multimedios (XHNAT) Nuevo Laredo, Mexico",,,,,Y
31482.stations.xmltv.tvmedia.ca,Love Nature HD,Y,,,,
31490.stations.xmltv.tvmedia.ca,MSG 2,,,,,Y
31491.stations.xmltv.tvmedia.ca,MSG 2 HD,,,,,Y
31502.stations.xmltv.tvmedia.ca,"TBD (KTTV3) Los Angeles, CA",,,,Y,
31765.stations.xmltv.tvmedia.ca,"Grit TV (KHIZ-LD3) Los Angeles, CA",,,,Y,
31767.stations.xmltv.tvmedia.ca,"Shop LC (KHIZ-LD5) Los Angeles, CA",,,,Y,
31768.stations.xmltv.tvmedia.ca,"SSTN (KHIZ-LD6) Los Angeles, CA",,,,Y,
31769.stations.xmltv.tvmedia.ca,"CBN News (KHIZ-LD7) Los Angeles, CA",,,,Y,
31948.stations.xmltv.tvmedia.ca,Olympic Channel HD,,,,,Y
31997.stations.xmltv.tvmedia.ca,"FNX (WYCC) Chicago, IL HD",,,Y,,
320.stations.xmltv.tvmedia.ca,Crave4,,Y,,,
32002.stations.xmltv.tvmedia.ca,BET Her HD,,,,,Y
321.stations.xmltv.tvmedia.ca,CP24 (CablePulse 24),,Y,,,
3229.stations.xmltv.tvmedia.ca,BET Soul,,,,,Y
323.stations.xmltv.tvmedia.ca,BET - Eastern Feed,,,,,Y
32345.stations.xmltv.tvmedia.ca,Zee Zest,,,,,Y
324.stations.xmltv.tvmedia.ca,"MNT (WNYO) Buffalo, NY",,Y,,,
3246.stations.xmltv.tvmedia.ca,"Canal de La Fe (KBEH) Los Angeles, CA",,,,Y,
3247.stations.xmltv.tvmedia.ca,"MeTV (KAZA) Los Angeles, CA",,,,Y,
3252.stations.xmltv.tvmedia.ca,History Channel Espanol - Eastern,,,,,Y
3256.stations.xmltv.tvmedia.ca,Enlace,,,,,Y
3258.stations.xmltv.tvmedia.ca,CTI-Zhong Tian Channel,,,,,Y
32595.stations.xmltv.tvmedia.ca,A Wealth of Entertainment HD,,,,,Y
32612.stations.xmltv.tvmedia.ca,"Shop LC (WLWT3) Cincinnati, OH",,,,,Y
32800.stations.xmltv.tvmedia.ca,"Movies! (WFLD2) Chicago, IL",,,Y,,
32841.stations.xmltv.tvmedia.ca,QVC3 HD,,,,,Y
329.stations.xmltv.tvmedia.ca,Game Show Network - East,,Y,,,Y
32944.stations.xmltv.tvmedia.ca,LOGO HD - East,,,Y,,Y
3316.stations.xmltv.tvmedia.ca,CTV (CJCH) Halifax,,Y,,,
333.stations.xmltv.tvmedia.ca,truTV USA - Eastern,,,,,Y
3331.stations.xmltv.tvmedia.ca,ESPN U,,,,,Y
3332.stations.xmltv.tvmedia.ca,BYU (Brigham Young University),,,,,Y
33446.stations.xmltv.tvmedia.ca,Deja View HD,Y,,,,
3349.stations.xmltv.tvmedia.ca,NFL Network,,,,,Y
3350.stations.xmltv.tvmedia.ca,Stadium College Sports - Pacific,,,,,Y
3351.stations.xmltv.tvmedia.ca,Stadium College Sports - Central,,,,,Y
33513.stations.xmltv.tvmedia.ca,Adult Swim - West,Y,,,,
3352.stations.xmltv.tvmedia.ca,Stadium College Sports - Atlantic,,,,,Y
33529.stations.xmltv.tvmedia.ca,"Quest (KFTR-DT5) Ontario, CA",,,,Y,
33679.stations.xmltv.tvmedia.ca,"Shop LC (KTLA4) Los Angeles, CA",,,,Y,
3379.stations.xmltv.tvmedia.ca,ESPN2 HD,,,,,Y
3387.stations.xmltv.tvmedia.ca,FLIX - Pacific,,,,,Y
3388.stations.xmltv.tvmedia.ca,Starz HD - Eastern,,,Y,,Y
33934.stations.xmltv.tvmedia.ca,MGM+ Drive-In HD,,,Y,,
33964.stations.xmltv.tvmedia.ca,ACC Network,,,,,Y
33965.stations.xmltv.tvmedia.ca,ACC Network HD,,,,,Y
34.stations.xmltv.tvmedia.ca,"CBC (CBLT) Toronto, ON",,Y,,,
3413.stations.xmltv.tvmedia.ca,TV Asia,,,,,Y
34149.stations.xmltv.tvmedia.ca,"DABL (KCBS-TV3) Los Angeles, CA",,,,Y,
34150.stations.xmltv.tvmedia.ca,"DABL (WBBM-TV3) Chicago, IL",,,Y,,
3423.stations.xmltv.tvmedia.ca,C-SPAN 3,,,,,Y
3431.stations.xmltv.tvmedia.ca,Daystar Canada,,Y,,,
3438.stations.xmltv.tvmedia.ca,Food Network USA HD - Eastern Feed,,,Y,,Y
34448.stations.xmltv.tvmedia.ca,"Catchy Comedy (KTTV4) Los Angeles, CA",,,,Y,
34480.stations.xmltv.tvmedia.ca,"The Nest (KCAL-TV2) Los Angeles, CA",,,,Y,
34508.stations.xmltv.tvmedia.ca,"Circle (KCAL-TV3) Los Angeles, CA",,,,Y,
34595.stations.xmltv.tvmedia.ca,"beIN Sports Xtra (KSKJ-CD) Los Angeles, CA",,,,Y,
34659.stations.xmltv.tvmedia.ca,ScreenPix,,,Y,,
34660.stations.xmltv.tvmedia.ca,ScreenPix: Action,,,Y,,
34661.stations.xmltv.tvmedia.ca,ScreenPix: Westerns,,,Y,,
34662.stations.xmltv.tvmedia.ca,ScreenPix: Voices,,,Y,,
347.stations.xmltv.tvmedia.ca,TNT - Eastern Feed,,,Y,,Y
349.stations.xmltv.tvmedia.ca,"Global (CICT) Calgary, AB",,Y,,,
35026.stations.xmltv.tvmedia.ca,"LX Network (KNBC-DT3) Los Angeles, CA",,,,Y,
35317.stations.xmltv.tvmedia.ca,AMC+,,,Y,,
35456.stations.xmltv.tvmedia.ca,"Estrella TV News (KRCA2) Los Angeles, CA",,,,Y,
3561.stations.xmltv.tvmedia.ca,CNBC Canada,Y,Y,,,
3567.stations.xmltv.tvmedia.ca,Cinemax - Eastern HD,,,Y,,Y
3568.stations.xmltv.tvmedia.ca,Cinemax - Pacific HD,,,,,Y
3581.stations.xmltv.tvmedia.ca,"ABC (WKBW) Buffalo, NY HD",,Y,,,
3582.stations.xmltv.tvmedia.ca,"NBC (WGRZ) Buffalo, NY HD",,Y,,,
3583.stations.xmltv.tvmedia.ca,"CBS (WIVB) Buffalo, NY HD",,Y,,,
3584.stations.xmltv.tvmedia.ca,"FOX (WUTV) Buffalo, NY HD",,Y,,,
35863.stations.xmltv.tvmedia.ca,"FAVE TV (KCBS-TV4) Los Angeles, CA",,,,Y,
35864.stations.xmltv.tvmedia.ca,"HSN (KCAL-TV4) Los Angeles, CA",,,,Y,
35865.stations.xmltv.tvmedia.ca,"QVC (KCAL-TV5) Los Angeles, CA",,,,Y,
359.stations.xmltv.tvmedia.ca,TSC,,Y,,,
36.stations.xmltv.tvmedia.ca,"CTV2 Toronto, ON",,Y,,,
3601.stations.xmltv.tvmedia.ca,NFL Network HD,,,,,Y
3613.stations.xmltv.tvmedia.ca,STARZ1 - East HD,,Y,,,
3624.stations.xmltv.tvmedia.ca,OMNI.2 HD,,Y,,,
36439.stations.xmltv.tvmedia.ca,"PBS (WTTW2) Chicago, IL Prime HD",,,Y,,
36477.stations.xmltv.tvmedia.ca,"Rewind TV US (KTLA5) Los Angeles, CA",,,,Y,
3653.stations.xmltv.tvmedia.ca,"CBS (WBZ) Boston, MA HD",Y,,,,
36542.stations.xmltv.tvmedia.ca,"Digi TV (KFTR-DT6) Ontario, CA",,,,Y,
3657.stations.xmltv.tvmedia.ca,"FOX (WFXT) Boston, MA HD",Y,,,,
3661.stations.xmltv.tvmedia.ca,"ABC (WCVB) Boston, MA HD",Y,,,,
3662.stations.xmltv.tvmedia.ca,WSBK (TV-38) Boston HD,Y,Y,,,
36874.stations.xmltv.tvmedia.ca,"NewsNet (KFLA-LD7) Los Angeles, CA",,,,Y,
36875.stations.xmltv.tvmedia.ca,"DIYA TV (KFLA-LD8) Los Angeles, CA",,,,Y,
36889.stations.xmltv.tvmedia.ca,"KDOC-D10 Los Angeles, CA",,,,Y,
36895.stations.xmltv.tvmedia.ca,"KDOC-DT9 Los Angeles, CA",,,,Y,
3690.stations.xmltv.tvmedia.ca,HGTV USA HD - Eastern,,,Y,,Y
36911.stations.xmltv.tvmedia.ca,"America's Voice (KFLA-LD2) Los Angeles, CA",,,,Y,
37110.stations.xmltv.tvmedia.ca,"Oxygen (KNBC-DT4) Los Angeles, CA",,,,Y,
37575.stations.xmltv.tvmedia.ca,"Heartland (KBEH2) Los Angeles, CA",,,,Y,
37719.stations.xmltv.tvmedia.ca,"365BLK (KSKJ-CD6) Los Angeles, CA",,,,Y,
37720.stations.xmltv.tvmedia.ca,"Outlaw (KSKJ-CD7) Los Angeles, CA",,,,Y,
3808.stations.xmltv.tvmedia.ca,MTV Tr3s - East,,,Y,,Y
3822.stations.xmltv.tvmedia.ca,AMC - Canada,,Y,,,
38510.stations.xmltv.tvmedia.ca,"Fox Weather (KTTV2) Los Angeles, CA",,,,Y,
3886.stations.xmltv.tvmedia.ca,A&E Canada HD,Y,Y,,,
3887.stations.xmltv.tvmedia.ca,CTV Speed HD,,Y,,,
39.stations.xmltv.tvmedia.ca,"CTV (CFTO) Toronto, ON",,Y,,,
3905.stations.xmltv.tvmedia.ca,"CTV Vancouver, BC HD",Y,Y,,,
3906.stations.xmltv.tvmedia.ca,BBC First HD,Y,Y,,,
3907.stations.xmltv.tvmedia.ca,Love Nature,Y,Y,,,
3908.stations.xmltv.tvmedia.ca,BBC Earth HD,Y,Y,,,
3909.stations.xmltv.tvmedia.ca,Smithsonian Channel Canada,,Y,,,
39161.stations.xmltv.tvmedia.ca,"JTV Espanol (KDOC-D11) Los Angeles, CA",,,,Y,
3936.stations.xmltv.tvmedia.ca,"CITY Vancouver, BC HD",Y,Y,,,
3958.stations.xmltv.tvmedia.ca,ONE TV HD,Y,,,,
3963.stations.xmltv.tvmedia.ca,History Canada HD West,Y,,,,
3969.stations.xmltv.tvmedia.ca,DTOUR HD,Y,Y,,,
3972.stations.xmltv.tvmedia.ca,AXS TV North America,,,,,Y
3988.stations.xmltv.tvmedia.ca,Too Much! On Demand,,Y,,,
4007.stations.xmltv.tvmedia.ca,SET (Sony Entertainment Television Asia),,,,,Y
4018.stations.xmltv.tvmedia.ca,Globo Internacional,,,,,Y
4021.stations.xmltv.tvmedia.ca,Global (CIII) Ontario HD,Y,,,,
414.stations.xmltv.tvmedia.ca,MTV Canada,,Y,,,
415.stations.xmltv.tvmedia.ca,BBC Canada East,,Y,,,
416.stations.xmltv.tvmedia.ca,CTV News Channel,,Y,,,
4161.stations.xmltv.tvmedia.ca,Showcase Canada HD,Y,Y,,,
4162.stations.xmltv.tvmedia.ca,National Geographic Canada HD,Y,Y,,,
4179.stations.xmltv.tvmedia.ca,Peachtree TV (Canada),Y,,,,
4180.stations.xmltv.tvmedia.ca,Starz1 onDemand,,Y,,,
4186.stations.xmltv.tvmedia.ca,SNY: SportsNet New York (Comcast),,,,,Y
419.stations.xmltv.tvmedia.ca,Weather Network,,Y,,,
4192.stations.xmltv.tvmedia.ca,ATN Star Plus,,Y,,,
4194.stations.xmltv.tvmedia.ca,Global BC HD,Y,Y,,,
42.stations.xmltv.tvmedia.ca,"CITY Toronto, ON",,Y,,,
4206.stations.xmltv.tvmedia.ca,Starz Encore Black - Eastern,,,Y,,Y
4216.stations.xmltv.tvmedia.ca,CCTV-4 America,,,,,Y
4222.stations.xmltv.tvmedia.ca,Starz Encore Black - Pacific,,,,,Y
4223.stations.xmltv.tvmedia.ca,Starz Comedy - Eastern,,,,,Y
4225.stations.xmltv.tvmedia.ca,Discovery Family Channel,,,Y,,Y
4226.stations.xmltv.tvmedia.ca,The Cooking Channel,,,Y,,Y
4230.stations.xmltv.tvmedia.ca,HBO1 HD,Y,Y,,,
425.stations.xmltv.tvmedia.ca,HLN,,Y,Y,,Y
4267.stations.xmltv.tvmedia.ca,HDNet Movies,,,,,Y
43.stations.xmltv.tvmedia.ca,"CHCH Hamilton, ON",,Y,,,
4308.stations.xmltv.tvmedia.ca,"WJYS ""The Way"" Chicago, IL",,,Y,,
4311.stations.xmltv.tvmedia.ca,A&E Canada,,Y,,,
4335.stations.xmltv.tvmedia.ca,HGTV Canada On Demand,,Y,,,
4336.stations.xmltv.tvmedia.ca,Food Network Canada On Demand,,Y,,,
4349.stations.xmltv.tvmedia.ca,Universal Kids,,,,,Y
4350.stations.xmltv.tvmedia.ca,TMC Xtra - Eastern,,,Y,,Y
4351.stations.xmltv.tvmedia.ca,TMC Xtra - Pacific,,,,,Y
4352.stations.xmltv.tvmedia.ca,TMC HD - Eastern,,,Y,,Y
438.stations.xmltv.tvmedia.ca,STARZ2 - East,,Y,,,
4419.stations.xmltv.tvmedia.ca,De Pelicula,,,,,Y
4420.stations.xmltv.tvmedia.ca,De Pelicula Clasico,,,,,Y
4423.stations.xmltv.tvmedia.ca,Bandamax,,,,,Y
4436.stations.xmltv.tvmedia.ca,National Geographic US HD - Eastern,,,Y,,Y
444.stations.xmltv.tvmedia.ca,ONE TV,,Y,,,
4444.stations.xmltv.tvmedia.ca,Baby First TV,,,,,Y
4451.stations.xmltv.tvmedia.ca,A Wealth of Entertainment,,,,,Y
4453.stations.xmltv.tvmedia.ca,Hallmark Mystery - Eastern,,,,,Y
4466.stations.xmltv.tvmedia.ca,Discovery HD (US) - Eastern,,,Y,,Y
4469.stations.xmltv.tvmedia.ca,Cine Mexicano,,,,,Y
4470.stations.xmltv.tvmedia.ca,ViendoMovies,,,,,Y
448.stations.xmltv.tvmedia.ca,Deja View,,Y,,,
4499.stations.xmltv.tvmedia.ca,Big Ten Network,,,,,Y
45.stations.xmltv.tvmedia.ca,"FOX (WUTV) Buffalo, NY",,Y,,,
4500.stations.xmltv.tvmedia.ca,Big Ten Network HD,,,,,Y
4507.stations.xmltv.tvmedia.ca,Canal Once (Mexico),,,,,Y
451.stations.xmltv.tvmedia.ca,Crime + Investigation Canada,,Y,,,
4525.stations.xmltv.tvmedia.ca,MTV USA HD - Eastern,,,Y,,Y
4537.stations.xmltv.tvmedia.ca,Animal Planet US HD - East,,,Y,,Y
454.stations.xmltv.tvmedia.ca,CTV2 Vancouver Island. BC,,Y,,,
4543.stations.xmltv.tvmedia.ca,HITN,,,,,Y
4546.stations.xmltv.tvmedia.ca,Gem Shopping Network,,,,,Y
455.stations.xmltv.tvmedia.ca,Cottage Life,,Y,,,
4553.stations.xmltv.tvmedia.ca,"ABC (WABC) New York, NY HD",,,,,Y
4555.stations.xmltv.tvmedia.ca,"CBS (WCBS) New York, NY HD",,,,,Y
4557.stations.xmltv.tvmedia.ca,"FOX (WNYW) New York, NY HD",,,,,Y
4559.stations.xmltv.tvmedia.ca,"NBC (WNBC) New York, NY HD",,,,,Y
4570.stations.xmltv.tvmedia.ca,Sur Peru - Eastern,,,,,Y
4578.stations.xmltv.tvmedia.ca,TyC Sports,,,,,Y
4579.stations.xmltv.tvmedia.ca,Wapa America,,,,,Y
461.stations.xmltv.tvmedia.ca,History 2 Canada,,Y,,,
4615.stations.xmltv.tvmedia.ca,RCN Nuestra Tele,,,,,Y
462.stations.xmltv.tvmedia.ca,Documentary Channel (Canada),,Y,,,
4633.stations.xmltv.tvmedia.ca,"TBN (WWTO) Chicago, IL",,,Y,,
464.stations.xmltv.tvmedia.ca,MovieTime,Y,Y,,,
4656.stations.xmltv.tvmedia.ca,Fox Business,,,,,Y
4660.stations.xmltv.tvmedia.ca,History Channel US HD - East,,,Y,,Y
4679.stations.xmltv.tvmedia.ca,Smithsonian Channel USA,,,Y,,Y
4689.stations.xmltv.tvmedia.ca,"Shop LC (WRNN) Kingston, NY",,,,,Y
4695.stations.xmltv.tvmedia.ca,MSG (Madison Square Gardens) HD,,,,,Y
4696.stations.xmltv.tvmedia.ca,YES Network HD,,,,,Y
4710.stations.xmltv.tvmedia.ca,NBC Sports Network HD,,,,,Y
4713.stations.xmltv.tvmedia.ca,SNY: SportsNet New York HD,,,,,Y
472.stations.xmltv.tvmedia.ca,CTV Wild Canada,,Y,,,
4723.stations.xmltv.tvmedia.ca,Lifetime Movies HD - East,,,,,Y
4724.stations.xmltv.tvmedia.ca,CNN HD,Y,Y,Y,,Y
475.stations.xmltv.tvmedia.ca,National Geographic Canada,,Y,,,
476.stations.xmltv.tvmedia.ca,T+E Totally Entertaining,,Y,,,
478.stations.xmltv.tvmedia.ca,MTV 2 Canada,Y,Y,,,
4792.stations.xmltv.tvmedia.ca,MSG Plus HD,,,,,Y
4794.stations.xmltv.tvmedia.ca,WPIX New York (SUPERSTATION) HD,Y,Y,,,Y
4806.stations.xmltv.tvmedia.ca,Crave1 - West HD,Y,,,,
4833.stations.xmltv.tvmedia.ca,Super Channel Fuse,,Y,,,
4834.stations.xmltv.tvmedia.ca,Super Channel Heart & Home,,Y,,,
4835.stations.xmltv.tvmedia.ca,Super Channel Vault,Y,Y,,,
4836.stations.xmltv.tvmedia.ca,Super Channel Quest,,Y,,,
4838.stations.xmltv.tvmedia.ca,Super Channel Fuse HD,Y,Y,,,
4839.stations.xmltv.tvmedia.ca,Super Channel Heart & Home	 HD,Y,Y,,,
494.stations.xmltv.tvmedia.ca,Rogers Television Community Channel,,Y,,,
5004.stations.xmltv.tvmedia.ca,TLC USA HD - Eastern,,,Y,,Y
5005.stations.xmltv.tvmedia.ca,TLC USA - Eastern,,,Y,,Y
5026.stations.xmltv.tvmedia.ca,"LATV (KBNT-CD2) San Diego, CA",,,,,Y
5138.stations.xmltv.tvmedia.ca,MeTV (WJLP) New Jersey/New York,,,,,Y
5263.stations.xmltv.tvmedia.ca,RTN+ - Russian Television Network,,,,,Y
527.stations.xmltv.tvmedia.ca,BBC News - North America,Y,Y,Y,,Y
5271.stations.xmltv.tvmedia.ca,Military History,,,Y,,Y
5272.stations.xmltv.tvmedia.ca,Crime & Investigation Network USA,,,Y,,Y
5275.stations.xmltv.tvmedia.ca,Smile,,,,,Y
535.stations.xmltv.tvmedia.ca,FanDuel Racing,,,,,Y
5490.stations.xmltv.tvmedia.ca,USA Network HD - East,,,Y,,Y
55.stations.xmltv.tvmedia.ca,STARZ1 - East,,Y,,,
5581.stations.xmltv.tvmedia.ca,Mega TV,,,,,Y
5598.stations.xmltv.tvmedia.ca,Super Channel on Demand,,Y,,,
5599.stations.xmltv.tvmedia.ca,The Weather Channel HD,,,,,Y
5600.stations.xmltv.tvmedia.ca,Fox Business HD,,,,,Y
5643.stations.xmltv.tvmedia.ca,Syfy HD - Eastern Feed,,,Y,,Y
5645.stations.xmltv.tvmedia.ca,NBA TV USA HD,,,,,Y
5682.stations.xmltv.tvmedia.ca,"KTLA Los Angeles, CA HD",Y,Y,,,
5714.stations.xmltv.tvmedia.ca,"ABC (WLS) Chicago, IL HD",,,Y,,
58.stations.xmltv.tvmedia.ca,WSBK (TV-38) Boston,,Y,,,
5828.stations.xmltv.tvmedia.ca,Science HD,,,Y,,Y
583.stations.xmltv.tvmedia.ca,Starz - Eastern,,,Y,,Y
5839.stations.xmltv.tvmedia.ca,"PBS Kids (KLCS2) Los Angeles, CA",,,,Y,
5870.stations.xmltv.tvmedia.ca,"CHCH Hamilton, ON HD",,Y,,,
5881.stations.xmltv.tvmedia.ca,WGN Chicago (LOCAL) HD,,,Y,,
5882.stations.xmltv.tvmedia.ca,NewsNation HD - Eastern Feed,,,,,Y
5889.stations.xmltv.tvmedia.ca,Destination America HD,,,,,Y
5895.stations.xmltv.tvmedia.ca,STARZ1 - West HD,Y,,,,
5897.stations.xmltv.tvmedia.ca,"PBS (WGBH) Boston, MA HD",Y,,,,
59.stations.xmltv.tvmedia.ca,CTV Drama,,Y,,,
5911.stations.xmltv.tvmedia.ca,UP,,,,,Y
594.stations.xmltv.tvmedia.ca,ESPN,,,,,Y
595.stations.xmltv.tvmedia.ca,Disney - Eastern Feed,,,Y,,Y
596.stations.xmltv.tvmedia.ca,Syfy - Eastern Feed,,,Y,,Y
5976.stations.xmltv.tvmedia.ca,Game TV,,Y,,,
5999.stations.xmltv.tvmedia.ca,Scripps News,,,,,Y
60.stations.xmltv.tvmedia.ca,Slice,,Y,,,
6004.stations.xmltv.tvmedia.ca,Catholic Faith Network,,,,,Y
6023.stations.xmltv.tvmedia.ca,MLB Extra Innings 13,,,,,Y
6024.stations.xmltv.tvmedia.ca,MLB Extra Innings 12,,,,,Y
6025.stations.xmltv.tvmedia.ca,MLB Extra Innings 11,,,,,Y
6039.stations.xmltv.tvmedia.ca,Golf Channel USA HD,,,,,Y
607.stations.xmltv.tvmedia.ca,Adult Swim - East,,Y,,,
6080.stations.xmltv.tvmedia.ca,MTV Live,,,Y,,Y
6083.stations.xmltv.tvmedia.ca,Starz Encore HD - Eastern,,,Y,,Y
6090.stations.xmltv.tvmedia.ca,TBS - East HD,,,Y,,Y
61.stations.xmltv.tvmedia.ca,TBS - East,,,Y,,Y
6107.stations.xmltv.tvmedia.ca,MGM HD (USA),,,,,Y
6110.stations.xmltv.tvmedia.ca,Freeform HD - East Feed,,,,,Y
6111.stations.xmltv.tvmedia.ca,FX Networks East Coast HD,,,Y,,Y
6112.stations.xmltv.tvmedia.ca,Disney HD - Eastern,,,Y,,Y
6115.stations.xmltv.tvmedia.ca,QVC HD,,,,,Y
6119.stations.xmltv.tvmedia.ca,CNBC USA HD,,,Y,,Y
6120.stations.xmltv.tvmedia.ca,Bravo USA HD - Eastern Feed,,,Y,,Y
613.stations.xmltv.tvmedia.ca,OMNI.2,,Y,,,
614.stations.xmltv.tvmedia.ca,HBO - Eastern Feed,,,Y,,Y
6140.stations.xmltv.tvmedia.ca,AccuWeather,,,,,Y
6143.stations.xmltv.tvmedia.ca,Telehit,,,,,Y
615.stations.xmltv.tvmedia.ca,BBC America - East,,,Y,,Y
6150.stations.xmltv.tvmedia.ca,Travel US HD - East,,,,,Y
617.stations.xmltv.tvmedia.ca,E! Entertainment USA - Eastern Feed,,,Y,,Y
6178.stations.xmltv.tvmedia.ca,MLB Network,,,,,Y
619.stations.xmltv.tvmedia.ca,EWTN Canada,,Y,,,
6191.stations.xmltv.tvmedia.ca,BET Gospel,,,,,Y
62.stations.xmltv.tvmedia.ca,Showcase Canada,,Y,,,
620.stations.xmltv.tvmedia.ca,EWTN USA,,,,,Y
6202.stations.xmltv.tvmedia.ca,"Create (WLIW2) Long Island, NY",,,,,Y
6203.stations.xmltv.tvmedia.ca,"PBS World (WLIW3) Long Island, NY",,,,,Y
6204.stations.xmltv.tvmedia.ca,VH1 HD - Eastern,,,Y,,Y
6205.stations.xmltv.tvmedia.ca,BET HD - Eastern Feed,,,,,Y
6207.stations.xmltv.tvmedia.ca,Fox News HD,,,Y,,Y
621.stations.xmltv.tvmedia.ca,History Channel US - Eastern Feed,,,Y,,Y
6211.stations.xmltv.tvmedia.ca,FYI USA HD - Eastern,,,,,Y
6214.stations.xmltv.tvmedia.ca,Hallmark Mystery Eastern - HD,,,,,Y
6215.stations.xmltv.tvmedia.ca,Independent Film Channel US HD,,,Y,,Y
6216.stations.xmltv.tvmedia.ca,Crime & Investigation Network USA HD,,,Y,,Y
6217.stations.xmltv.tvmedia.ca,G4 USA HD,,,,,Y
6218.stations.xmltv.tvmedia.ca,MLB Network HD,,,,,Y
6219.stations.xmltv.tvmedia.ca,AMC - Eastern Feed HD,,,Y,,Y
622.stations.xmltv.tvmedia.ca,Magnolia - East,,,,,Y
6220.stations.xmltv.tvmedia.ca,WE HD,,,,,Y
6221.stations.xmltv.tvmedia.ca,FUSE TV HD - Eastern,,,,,Y
623.stations.xmltv.tvmedia.ca,HGTV USA - Eastern Feed,,,Y,,Y
6236.stations.xmltv.tvmedia.ca,Disney XD USA HD - Eastern Feed,,,Y,,Y
6237.stations.xmltv.tvmedia.ca,Smithsonian Channel USA HD,,,Y,,Y
6239.stations.xmltv.tvmedia.ca,"YouToo America (WVVH-CD) Wainscott, NY",,,,,Y
624.stations.xmltv.tvmedia.ca,VICE,,,Y,,Y
6245.stations.xmltv.tvmedia.ca,ESPN U HD,,,,,Y
6246.stations.xmltv.tvmedia.ca,ESPN News HD,,,,,Y
6252.stations.xmltv.tvmedia.ca,"Seattle 11 (KSTW) Tacoma, WA HD",Y,,,,
6257.stations.xmltv.tvmedia.ca,"CBC (CBUT) Vancouver, BC HD",Y,Y,,,
626.stations.xmltv.tvmedia.ca,HBO Hits - Eastern Feed,,,Y,,Y
627.stations.xmltv.tvmedia.ca,HBO HD - Eastern Feed,,,Y,,Y
628.stations.xmltv.tvmedia.ca,HBO Family - Eastern Feed,,,,,Y
629.stations.xmltv.tvmedia.ca,HBO Comedy - East,,,Y,,Y
63.stations.xmltv.tvmedia.ca,WPIX New York (SUPERSTATION),,Y,,,Y
630.stations.xmltv.tvmedia.ca,HBO Movies - East,,,Y,,Y
631.stations.xmltv.tvmedia.ca,HBO Latino (HBO 7) - Eastern,,,,,Y
6313.stations.xmltv.tvmedia.ca,HBO 2 - Eastern Feed HD,,,Y,,Y
6314.stations.xmltv.tvmedia.ca,HBO 2 - Pacific Feed HD,,,,,Y
632.stations.xmltv.tvmedia.ca,Cinemax - Eastern Feed,,,Y,,Y
6333.stations.xmltv.tvmedia.ca,Lifetime Network US - Eastern Feed HD,,,,,Y
6334.stations.xmltv.tvmedia.ca,Paramount Network USA HD - Eastern Feed,,,Y,,Y
634.stations.xmltv.tvmedia.ca,Cinemax Hits Eastern,,,Y,,Y
6342.stations.xmltv.tvmedia.ca,Nickelodeon USA - East Feed HD,,,,,Y
6344.stations.xmltv.tvmedia.ca,CMT US - Eastern Feed HD,,,Y,,Y
636.stations.xmltv.tvmedia.ca,Cinemax Classics - Eastern,,,Y,,Y
639.stations.xmltv.tvmedia.ca,Cinemáx - East,,,,,Y
64.stations.xmltv.tvmedia.ca,W (WTN) - East,,Y,,,
640.stations.xmltv.tvmedia.ca,USA Network - East Feed,,,,,Y
6421.stations.xmltv.tvmedia.ca,CBC News Network HD,Y,Y,,,
6431.stations.xmltv.tvmedia.ca,"Global (CICT) Calgary, AB HD",Y,,,,
6436.stations.xmltv.tvmedia.ca,"Global (CITV) Edmonton, AB HD",Y,,,,
6444.stations.xmltv.tvmedia.ca,Willow Cricket HD,,,,,Y
645.stations.xmltv.tvmedia.ca,Animal Planet US - East,,,Y,,Y
6454.stations.xmltv.tvmedia.ca,"CTV (CFCN) Calgary, AB HD",Y,,,,
646.stations.xmltv.tvmedia.ca,Bravo USA - Eastern Feed,,,Y,,Y
647.stations.xmltv.tvmedia.ca,Comedy Central (US) - Eastern Feed,,,Y,,Y
648.stations.xmltv.tvmedia.ca,C-SPAN,,,,,Y
6482.stations.xmltv.tvmedia.ca,FLIX HD - Eastern,,,Y,,
6484.stations.xmltv.tvmedia.ca,OMNI.1 HD,,Y,,,
649.stations.xmltv.tvmedia.ca,Discovery Channel (US) - Eastern Feed,,,Y,,Y
6492.stations.xmltv.tvmedia.ca,"NBC (WMAQ) Chicago, IL HD",,,Y,,
65.stations.xmltv.tvmedia.ca,NewsNation - Eastern Feed,,,,,Y
650.stations.xmltv.tvmedia.ca,ESPN2,,,,,Y
652.stations.xmltv.tvmedia.ca,FX Networks East Coast,,,,,Y
6522.stations.xmltv.tvmedia.ca,"Daystar (KOCE-TV3) Los Angeles, CA",,,,Y,
654.stations.xmltv.tvmedia.ca,Lifetime Network US - Eastern Feed,,,,,Y
