"source_root","target_root","mode","full_path","relative_path","target_path","target_exists_now","extension","size_bytes","last_write_time"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u\CD640985EA__mk.m3u","CD640985EA__mk.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\CD640985EA__mk.m3u","False",".m3u","4404","2024-11-20 15:31:29"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u\CD9548855A__gr.m3u","CD9548855A__gr.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\CD9548855A__gr.m3u","False",".m3u","15712","2024-11-20 15:31:29"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u\CEEE8DEFDA__es_rakuten.m3u","CEEE8DEFDA__es_rakuten.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\CEEE8DEFDA__es_rakuten.m3u","False",".m3u","2635","2024-11-20 15:31:29"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u\D04B22805E__playlist_src_us_pluto.m3u","D04B22805E__playlist_src_us_pluto.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\D04B22805E__playlist_src_us_pluto.m3u","False",".m3u","151024","2025-08-11 02:55:23"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u\D2A48A8C08__ru_smotrim.m3u","D2A48A8C08__ru_smotrim.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\D2A48A8C08__ru_smotrim.m3u","False",".m3u","3796","2024-11-20 15:31:29"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u\D36C81A7EF__playlist_src_ca_stingray.m3u","D36C81A7EF__playlist_src_ca_stingray.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\D36C81A7EF__playlist_src_ca_stingray.m3u","False",".m3u","4497","2025-08-11 02:55:25"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u\D412B55757__jp.m3u","D412B55757__jp.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\D412B55757__jp.m3u","False",".m3u","2991","2024-11-20 15:31:29"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u\D5BCC30FE3__pr.m3u","D5BCC30FE3__pr.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\D5BCC30FE3__pr.m3u","False",".m3u","5648","2024-11-20 15:31:29"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u\D5F089682F__us_samsung.m3u","D5F089682F__us_samsung.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\D5F089682F__us_samsung.m3u","False",".m3u","5162","2024-11-20 15:31:29"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u\D68C2ED9AC__hu.m3u","D68C2ED9AC__hu.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\D68C2ED9AC__hu.m3u","False",".m3u","15369","2024-11-20 15:31:29"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u\D6C183A528__pe.m3u","D6C183A528__pe.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\D6C183A528__pe.m3u","False",".m3u","18121","2024-11-20 15:31:29"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u\D6EC0EE288__us_local.m3u","D6EC0EE288__us_local.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\D6EC0EE288__us_local.m3u","False",".m3u","53653","2024-11-20 15:31:29"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u\D9D8937ADF__md.m3u","D9D8937ADF__md.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\D9D8937ADF__md.m3u","False",".m3u","2097","2024-11-20 15:31:29"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u\DADCC6D195__ca.m3u","DADCC6D195__ca.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\DADCC6D195__ca.m3u","False",".m3u","33057","2025-08-10 22:32:04"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u\DADCC6D195__playlist_local_ca.m3u","DADCC6D195__playlist_local_ca.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\DADCC6D195__playlist_local_ca.m3u","False",".m3u","33057","2025-08-11 02:55:36"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u\DC514A7665__fr_pluto.m3u","DC514A7665__fr_pluto.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\DC514A7665__fr_pluto.m3u","False",".m3u","55139","2024-11-20 15:31:29"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u\DC5D6630CA__playlist_local_uk.m3u","DC5D6630CA__playlist_local_uk.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\DC5D6630CA__playlist_local_uk.m3u","False",".m3u","52414","2025-08-11 02:55:36"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u\DC5D6630CA__uk.m3u","DC5D6630CA__uk.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\DC5D6630CA__uk.m3u","False",".m3u","52414","2025-08-10 22:32:15"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u\DCB1077C13__fi.m3u","DCB1077C13__fi.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\DCB1077C13__fi.m3u","False",".m3u","3796","2024-11-20 15:31:29"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u\DE1632EFC5__ca.m3u","DE1632EFC5__ca.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\DE1632EFC5__ca.m3u","False",".m3u","19399","2024-11-20 15:31:28"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u\DE298230A4__al.m3u","DE298230A4__al.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\DE298230A4__al.m3u","False",".m3u","2362","2024-11-20 15:31:28"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u\DE9FDEFA20__playlist_iptv-org_nz.m3u","DE9FDEFA20__playlist_iptv-org_nz.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\DE9FDEFA20__playlist_iptv-org_nz.m3u","False",".m3u","6490","2025-08-11 02:55:22"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u\E0D5D9E412__cl.m3u","E0D5D9E412__cl.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\E0D5D9E412__cl.m3u","False",".m3u","27274","2024-11-20 15:31:29"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u\E148AF3D21__playlist_src_us_glewed.m3u","E148AF3D21__playlist_src_us_glewed.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\E148AF3D21__playlist_src_us_glewed.m3u","False",".m3u","2185","2025-08-11 02:55:23"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u\E5040D5FC7__vn.m3u","E5040D5FC7__vn.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\E5040D5FC7__vn.m3u","False",".m3u","8054","2024-11-20 15:31:29"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u\E51E039EF6__playlist_iptv-org_ca.m3u","E51E039EF6__playlist_iptv-org_ca.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\E51E039EF6__playlist_iptv-org_ca.m3u","False",".m3u","40057","2025-08-11 02:55:21"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u\E53793D148__playlist_free-tv_movies.m3u8","E53793D148__playlist_free-tv_movies.m3u8","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\E53793D148__playlist_free-tv_movies.m3u8","False",".m3u8","27828","2025-08-11 02:55:36"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u\E7F740982E__it_pluto.m3u","E7F740982E__it_pluto.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\E7F740982E__it_pluto.m3u","False",".m3u","33090","2024-11-20 15:31:29"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u\E9255133D2__ht.m3u","E9255133D2__ht.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\E9255133D2__ht.m3u","False",".m3u","3506","2024-11-20 15:31:29"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u\E99628BD62__playlist_src_us_moveonjoy.m3u","E99628BD62__playlist_src_us_moveonjoy.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\E99628BD62__playlist_src_us_moveonjoy.m3u","False",".m3u","19309","2025-08-11 02:55:23"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u\EC17024923__us_moveonjoy.m3u","EC17024923__us_moveonjoy.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\EC17024923__us_moveonjoy.m3u","False",".m3u","4108","2024-11-20 15:31:29"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u\F1777D5DC5__sv.m3u","F1777D5DC5__sv.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\F1777D5DC5__sv.m3u","False",".m3u","5176","2024-11-20 15:31:29"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u\F30EA54452__us_plex.m3u","F30EA54452__us_plex.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\F30EA54452__us_plex.m3u","False",".m3u","5545","2024-11-20 15:31:29"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u\F4AB04143E__playlist_apsattv_roku.m3u","F4AB04143E__playlist_apsattv_roku.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\F4AB04143E__playlist_apsattv_roku.m3u","False",".m3u","46428","2025-08-11 02:55:31"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u\F4C952AFB2__au.m3u","F4C952AFB2__au.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\F4C952AFB2__au.m3u","False",".m3u","6186","2024-11-20 15:31:28"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u\F9A948F0D6__playlist_apsattv_distro.m3u","F9A948F0D6__playlist_apsattv_distro.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\F9A948F0D6__playlist_apsattv_distro.m3u","False",".m3u","412987","2025-08-11 02:55:34"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u\FAA808B239__mn.m3u","FAA808B239__mn.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\FAA808B239__mn.m3u","False",".m3u","3358","2024-11-20 15:31:29"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u\FB3E7C7704__playlist_free-tv_uk.m3u8","FB3E7C7704__playlist_free-tv_uk.m3u8","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\FB3E7C7704__playlist_free-tv_uk.m3u8","False",".m3u8","29899","2025-08-11 02:55:36"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u\FD0316E7D9__ke.m3u","FD0316E7D9__ke.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\FD0316E7D9__ke.m3u","False",".m3u","4759","2024-11-20 15:31:29"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\m3u\FE80BBCBDA__by.m3u","FE80BBCBDA__by.m3u","C:\Users\andrew\PROJECTS\iptv\inputs\m3u_sources\FE80BBCBDA__by.m3u","False",".m3u","3476","2024-11-20 15:31:28"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\epg","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\epg\009C51448F__epg_openepg_au1.xml.gz","009C51448F__epg_openepg_au1.xml.gz","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\009C51448F__epg_openepg_au1.xml.gz","False",".gz","107548","2025-08-11 02:55:47"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\epg","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\epg\022FEAC90D__ontvtonight.com_us.channels.xml","022FEAC90D__ontvtonight.com_us.channels.xml","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\022FEAC90D__ontvtonight.com_us.channels.xml","False",".xml","259325","2025-11-22 11:55:20"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\epg","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\epg\06B9F4A1C2__tvpassport.com.channels.xml","06B9F4A1C2__tvpassport.com.channels.xml","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\06B9F4A1C2__tvpassport.com.channels.xml","False",".xml","1712659","2024-11-04 14:47:11"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\epg","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\epg\06C84A0106__ontvtonight.com_au.channels.xml","06C84A0106__ontvtonight.com_au.channels.xml","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\06C84A0106__ontvtonight.com_au.channels.xml","False",".xml","174277","2025-11-22 11:55:20"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\epg","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\epg\071C0B0A16__i.mjh.nz_pluto.channels.xml","071C0B0A16__i.mjh.nz_pluto.channels.xml","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\071C0B0A16__i.mjh.nz_pluto.channels.xml","False",".xml","279446","2025-11-22 11:55:20"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\epg","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\epg\0C69D83EE7__sat.tv_ar.channels.xml","0C69D83EE7__sat.tv_ar.channels.xml","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\0C69D83EE7__sat.tv_ar.channels.xml","False",".xml","1780427","2025-09-26 10:40:03"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\epg","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\epg\11063A3521__m.tv.sms.cz.channels.xml","11063A3521__m.tv.sms.cz.channels.xml","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\11063A3521__m.tv.sms.cz.channels.xml","False",".xml","101424","2024-11-04 14:47:10"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\epg","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\epg\13585D58C8__tv24.co.uk.channels.xml","13585D58C8__tv24.co.uk.channels.xml","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\13585D58C8__tv24.co.uk.channels.xml","False",".xml","109773","2025-11-22 11:55:20"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\epg","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\epg\13FFF8EAF7__epg_openepg_ca1.xml.gz","13FFF8EAF7__epg_openepg_ca1.xml.gz","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\13FFF8EAF7__epg_openepg_ca1.xml.gz","False",".gz","415531","2025-08-11 02:55:48"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\epg","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\epg\14418F8864__tv.blue.ch.channels.xml","14418F8864__tv.blue.ch.channels.xml","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\14418F8864__tv.blue.ch.channels.xml","False",".xml","99560","2025-09-26 10:40:03"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\epg","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\epg\15A5795CDA__tvtv.us.channels.xml","15A5795CDA__tvtv.us.channels.xml","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\15A5795CDA__tvtv.us.channels.xml","False",".xml","260963","2024-11-04 14:47:11"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\epg","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\epg\175937284B__directv.com.channels.xml","175937284B__directv.com.channels.xml","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\175937284B__directv.com.channels.xml","False",".xml","116197","2025-09-26 10:40:03"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\epg","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\epg\175B0DCE55__epg_openepg_ca3.xml.gz","175B0DCE55__epg_openepg_ca3.xml.gz","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\175B0DCE55__epg_openepg_ca3.xml.gz","False",".gz","829488","2025-08-11 02:55:50"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\epg","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\epg\1834A6AF2F__chaines-tv.orange.fr.channels.xml","1834A6AF2F__chaines-tv.orange.fr.channels.xml","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\1834A6AF2F__chaines-tv.orange.fr.channels.xml","False",".xml","119042","2025-11-22 11:55:20"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\epg","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\epg\1D0C798028__ontvtonight.com_au.channels.xml","1D0C798028__ontvtonight.com_au.channels.xml","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\1D0C798028__ontvtonight.com_au.channels.xml","False",".xml","174279","2024-11-04 14:47:10"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\epg","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\epg\1DC743E9DE__epg_iptvorg_ontv_us_channels.xml","1DC743E9DE__epg_iptvorg_ontv_us_channels.xml","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\1DC743E9DE__epg_iptvorg_ontv_us_channels.xml","False",".xml","258610","2025-08-11 02:55:42"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\epg","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\epg\1DC743E9DE__ontvtonight.com_us.channels.xml","1DC743E9DE__ontvtonight.com_us.channels.xml","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\1DC743E9DE__ontvtonight.com_us.channels.xml","False",".xml","258610","2025-09-26 10:40:03"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\epg","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\epg\1F231E49EE__open-epg-ca.xml","1F231E49EE__open-epg-ca.xml","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\1F231E49EE__open-epg-ca.xml","False",".xml","23409316","2025-11-30 11:59:56"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\epg","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\epg\20961324F0__epg_epgpw_ca.xml.gz","20961324F0__epg_epgpw_ca.xml.gz","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\20961324F0__epg_epgpw_ca.xml.gz","False",".gz","1994765","2025-08-11 02:55:43"
"C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\epg","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg","copy_review_only","C:\Users\andrew\PROJECTS\iptv\collections\inputs_for_tivimate\epg\2265399612__epg_openepg_nz1.xml.gz","2265399612__epg_openepg_nz1.xml.gz","C:\Users\andrew\PROJECTS\iptv\inputs\free_epg\2265399612__epg_openepg_nz1.xml.gz","False",".gz","106992","2025-08-11 02:55:53"
